hrsinchphenoage	lin2016blood_99cpgs	yingdamage	yingadaptage	hannum2013blood	yingcausage	horvath2018	vidal-bralo2016blood	lin2016blood_3cpgs	zhangenclock2019	phenoage2018	dec2023encen40	horvath2018	horvath2013_shrunken	horvath2013	han2020blood	prob100
8.243389344862328	9.883101803034009	14.742518137417335	28.595022354931302	9.628711125171066	7.925757534775521	5.298377993448456	8.070110193999998	9.974336082899992	13.45565003702351	7.794025071515609	12.532515007687088	5.298377993448456	8.756602356949593	3.857894022673541	49.4594581587	0.0
7.925165989422364	10.165540630353203	14.319591288343872	27.688562945253125	9.80443750724342	8.064284964933837	5.529618079654217	8.083372385563756	10.14005718775	13.389300868873168	7.618936663301074	12.804597838167197	5.523443067322749	8.774959329141733	4.072673826960358	49.5158639744714	5.0
7.373782447649784	10.643302927942798	13.98037557024378	26.758624667132494	9.639043806984198	8.078221293423706	5.582412121456301	8.298451639555033	9.740132798661936	13.319265895971014	7.619317690969538	12.858345914800111	5.768195396824197	9.046640155321818	4.140704620371597	49.49758579418778	10.0
7.118684986347237	10.410005137211837	13.367863228928798	26.455161870549205	9.818134672630965	7.960481994357803	5.95496237488851	8.384235014960588	9.8636205900922	13.37320744843559	7.477160885486395	12.751087058709906	5.777734332154301	8.834965469543247	4.541451033226526	49.51258542076205	15.000000000000002
6.950127851981936	10.411467171509631	13.378275484649095	25.451585539586404	9.592826658422265	8.023070441158797	6.072855444843881	8.187418465880814	9.95388114278385	13.200839802656258	7.157379563377646	13.255909131174644	5.947812438272194	8.84444117448837	4.789695159551123	49.47946679944096	20.0
7.060527458089595	10.804902250519643	12.966556559417683	24.611108533825313	9.490586717237353	8.07092434109493	6.369869987745798	8.352923743597202	9.865925641312636	13.117029232600537	7.1307384272656655	13.140531359883468	6.2798637348691155	9.385069862863183	5.203992155529683	49.53832370041809	25.0
6.907072398059569	10.650943377121013	12.270286909726508	24.0427114813495	9.25272202277338	8.468810953871287	6.616803935443162	7.75158687070126	9.875692445278801	13.187015248743442	7.35880570433919	13.152317638635548	6.771027651912039	9.209540329366522	5.150523258938296	49.47957879685223	30.000000000000004
6.801418359295653	11.067520804769032	11.85041647167473	24.233110753397455	9.270298504959998	8.021470253651433	6.892140759473321	8.399020061318783	10.032511012754696	12.929024823748556	6.945491114001136	13.040866090510288	6.67277786158289	9.312830038124456	5.31835006031503	49.49921095746103	35.0
6.8934778201053355	11.319602742570357	12.039086903965966	23.736936199862555	9.43216915432578	8.448341404751925	6.783267467074008	8.29700982940252	9.80561756670209	12.878623228238851	6.789788903618856	13.00935538777512	6.714255303186452	9.08410741671059	5.635171058001216	49.53537033758094	40.0
6.797067756176906	10.520801351774601	11.148723976005698	22.792743779552666	9.429544581276069	7.9302417434716865	6.462675273267461	8.359123242414814	9.79929562875084	12.996750246188768	7.051187061633321	12.82668920325628	6.913700102995374	9.045588992008199	5.86101890732618	49.5099037135543	45.0
6.927906855896477	11.357504453937423	10.931692522583461	22.20785747719782	8.921186614347775	8.185387768748114	7.013636488991182	8.236154424727204	10.003103240542355	13.024429410437936	7.02876929892226	12.710765276814119	7.067513666165894	8.923092591085481	6.081030059828869	49.533971257822884	50.0
6.83856797880717	11.085899975574463	10.910240897322183	21.81296486836328	8.911576164964604	8.39696078596242	7.196097282707878	8.448989726312238	9.512444471382242	12.908796885284033	7.0439490530107385	12.742401459852246	7.300617395155406	8.996311179146495	6.196396092319578	49.56838739730135	55.00000000000001
7.354828646521392	10.276999092530183	10.999627311451519	21.581966661201193	9.322121152350405	8.465392664969926	7.590313889478544	8.564016777238972	10.087583194535092	12.653300556269748	6.962477586634698	12.58363103207613	7.2098188044662095	8.825042817017675	6.600425863494149	49.54381514306785	60.00000000000001
7.343452316566392	10.538857862481478	10.5898959355643	20.57324892495967	9.249387911458843	8.264354114141131	7.355554628060677	8.339633767175044	9.81792016335163	12.753828041853758	7.533768292630711	12.308766359407386	7.613851648369131	9.30170650904833	7.139987382002879	49.5617442727404	65.0
7.313764144882924	10.237926786269298	11.181698410739784	20.855124970579823	8.88800650203818	8.670490395014497	7.537550386294534	8.853625672783696	9.625021633129805	12.779863059689504	7.664826626061032	12.034124145463366	7.689064271116052	9.142619453391418	7.128115894729241	49.538831523914354	70.0
7.528622535892406	10.133294195832384	11.49784213564513	21.123056584001176	8.970544209975898	8.567983842450044	7.795808916278087	9.074290839349363	9.868051973851152	12.533054575747677	7.855121873262906	12.359312317801336	7.980373836877636	9.228513463365822	7.406791374017381	49.511013598993635	75.0
7.698506562427429	10.424839728818785	11.599769227391391	20.990736646611253	9.055336286649855	8.951510666025207	7.91598955603736	8.625471997446375	10.171306050045587	12.306578604326965	7.763557622458865	12.499384316042082	7.654801427162909	9.00407694679167	7.753277432154487	49.58367665044203	80.0
7.914377720812041	9.864296973956268	11.901529811801197	19.760880308274068	9.080538399132777	8.753847656413075	7.813519716651811	8.975581135475345	9.924620391249995	12.314004835593554	7.944391738965582	12.138886441648435	8.11072533233391	9.500598951811124	7.692252096543616	49.5245189451513	85.00000000000001
8.401263806070165	9.519097716199859	12.176143583242862	20.468110762839558	9.093153316779777	8.71796575902713	8.452464414139826	8.952020420587083	10.793027306822594	12.683711864634358	8.285462523995754	11.782475039171459	8.104834614832313	9.276082012509836	8.531315026296834	49.571703588106544	90.0
